URI problem type	Thurayya URI	Author YML
auto	JaziratArab_RE_Auto	0353IbnMuhammadMakki.yml
auto	JaziratArab_RE_Auto	0353IbnSacidTanukhi.yml
auto	JaziratArab_RE_Auto	0377IbnZaydAnsari.yml
auto	JaziratArab_RE_Auto	0378IbnAhmadDarimi.yml
auto	JaziratArab_RE_Auto	0380IbnIbrahimNucmani.yml
auto	JaziratArab_RE_Auto	0508MuhammadIbnIbrahimKindi.yml
auto	JaziratArab_RE_Auto	0749ZaynDinIbnWardi.yml
auto	JaziratArab_RE_Auto	0832TaqiFasi.yml
auto	JaziratArab_RE_Auto	0854IbnDiyaMakki.yml
auto	JaziratArab_RE_Auto	0855IbnAhmadShamsDinDimashqi.yml
auto	JaziratArab_RE_Auto	0871TaqiDinIbnFahd.yml
auto	JaziratArab_RE_Auto	0875IbnMuhammadShihabDinHijazi.yml
auto	JaziratArab_RE_Auto	0910IbnAbiJumhurAhsai.yml
auto	JaziratArab_RE_Auto	1061IbnMullaFarrukhRumi.yml
auto	JaziratArab_RE_Auto	1082IbnShadqamMadani.yml
auto	JaziratArab_RE_Auto	1111CabdMalikCasimi.yml
auto	JaziratArab_RE_Auto	1119IbnMacsum.yml
auto	JaziratArab_RE_Auto	1150IbnCaqila.yml
auto	JaziratArab_RE_Auto	1195CabdRahmanAnsari.yml
auto	JaziratArab_RE_Auto	1225IbnGhannamMalikiNajdi.yml
auto	JaziratArab_RE_Auto	1346CabbasIbnMuhammadMadani.yml
auto	JaziratArab_RE_Auto	1418SalihAhmadArkani.yml
auto	Jibal_RE_Auto	0258AhmadIbnFurat.yml
auto	Jibal_RE_Auto	0262IbnCasimIsbahani.yml
auto	Jibal_RE_Auto	0272IbnCassamIsbahani.yml
auto	Jibal_RE_Auto	0282AbuHanifaDinawari.yml
auto	Jibal_RE_Auto	0290IbnHasanSaffar.yml
auto	Jibal_RE_Auto	0292SacidBardhaci.yml
auto	Jibal_RE_Auto	0294IbnDurays.yml
auto	Jibal_RE_Auto	0300IbnCisaAshcari.yml
auto	Jibal_RE_Auto	0300IbnJacfarHimyari.yml
auto	Jibal_RE_Auto	0333IbnMarwanDinawari.yml
auto	Jibal_RE_Auto	0360IbnCaliQassab.yml
auto	Jibal_RE_Auto	0364IbnSunniDinawari.yml
auto	Jibal_RE_Auto	0370IbnCaliJassas.yml
auto	Jibal_RE_Auto	0380IbnCabdRahmanIsbahani.yml
auto	Jibal_RE_Auto	0398IbnCaliHamadhani.yml
auto	Jibal_RE_Auto	0400IbnMuhammadKhazzaz.yml
auto	Jibal_RE_Auto	0410IbnMardawayh.yml
auto	Jibal_RE_Auto	0412IbnAhmadQummi.yml
auto	Jibal_RE_Auto	0414IbnMuhammadDinawari.yml
auto	Jibal_RE_Auto	0418HibatAllahLalikai.yml
auto	Jibal_RE_Auto	0420IbnCabdAllahKhatibIskafi.yml
auto	Jibal_RE_Auto	0446AbuYaclaKhalili.yml
auto	Jibal_RE_Auto	0447IbnAyyubRazi.yml
auto	Jibal_RE_Auto	0468IbnMuhammadMihrawani.yml
auto	Jibal_RE_Auto	0470IbnMandaCabdRahman.yml
auto	Jibal_RE_Auto	0498IbnMuhammadAbuBakrIsbahani.yml
auto	Jibal_RE_Auto	0509IbnShahridarDaylami.yml
auto	Jibal_RE_Auto	0525IbnAhmadIbnHattabRazi.yml
auto	Jibal_RE_Auto	0543IbnIbrahimHamadhaniJurqani.yml
auto	Jibal_RE_Auto	0555IbnMuhammadHamadhaniTai.yml
auto	Jibal_RE_Auto	0569IbnAhmadCattarHamadhani.yml
auto	Jibal_RE_Auto	0623AbuQasimRafici.yml
auto	Jibal_RE_Auto	0630IbnMuhammadBadrDinRazi.yml
auto	Jibal_RE_Auto	0660ShadhanIbnJibrailQummi.yml
auto	Jibal_RE_Auto	0682ZakariyaQazwini.yml
auto	Jibal_RE_Auto	0699IbnCabdRahmanQazwiniShafici.yml
auto	Jibal_RE_Auto	0700CaliIbnMuhammadSabzawariQummi.yml
auto	Jibal_RE_Auto	0700MuhammadIbnHasanQummi.yml
auto	Jibal_RE_Auto	0739JalalDinQazwini.yml
auto	Jibal_RE_Auto	0750AbuHafsQazwini.yml
auto	Jibal_RE_Auto	0800IbnAbiHasanDaylami.yml
auto	Jibal_RE_Auto	1200CabdNabiQazwini.yml
auto	Jibal_RE_Auto	1231MirzaAbuQasimQummi.yml
auto	Jibal_RE_Auto	1248MuhammadTaqiRaziNajafi.yml
auto	Jibal_RE_Auto	1298CaliMusawiQazwini.yml
auto	Jibal_RE_Auto	1359CabbasQummi.yml
auto	Jibal_RE_Auto	1450CabdAllahHusaynDaylami.yml
auto	Khurasan_RE_Auto	0168IbnTahman.yml
auto	Khurasan_RE_Auto	0227IbnMansurKhurasani.yml
auto	Khurasan_RE_Auto	0228IbnHammadKhuzaci.yml
auto	Khurasan_RE_Auto	0234AbuKhaythamaNisai.yml
auto	Khurasan_RE_Auto	0242IbnAslamTusi.yml
auto	Khurasan_RE_Auto	0246HusaynMarwazi.yml
auto	Khurasan_RE_Auto	0251IbnMansurKawsaj.yml
auto	Khurasan_RE_Auto	0251IbnZanjawayh.yml
auto	Khurasan_RE_Auto	0259IbnYacqubJuzjani.yml
auto	Khurasan_RE_Auto	0292IbnCaliMarwazi.yml
auto	Khurasan_RE_Auto	0307IbnJarudNaysaburi.yml
auto	Khurasan_RE_Auto	0312IbnCaliTusi.yml
auto	Khurasan_RE_Auto	0313IbnIshaqSarraj.yml
auto	Khurasan_RE_Auto	0317IbnCammarShahid.yml
auto	Khurasan_RE_Auto	0330IbnMuhammadKhashshab.yml
auto	Khurasan_RE_Auto	0362IbnMuhammadMuzakki.yml
auto	Khurasan_RE_Auto	0366IbnNajidNaysaburi.yml
auto	Khurasan_RE_Auto	0370AbuMansurAzhari.yml
auto	Khurasan_RE_Auto	0378HakimKabir.yml
auto	Khurasan_RE_Auto	0392IbnAbiShurayhHarawi.yml
auto	Khurasan_RE_Auto	0394IbnMuhammadAzhari.yml
auto	Khurasan_RE_Auto	0405AbuFadlHarawi.yml
auto	Khurasan_RE_Auto	0406IbnHabibNaysaburi.yml
auto	Khurasan_RE_Auto	0407IbnMuhammadKharkushi.yml
auto	Khurasan_RE_Auto	0412IbnMuhammadHarawi.yml
auto	Khurasan_RE_Auto	0419IbnMuhammadBushanji.yml
auto	Khurasan_RE_Auto	0420IbnMuhammadIbnFadala.yml
auto	Khurasan_RE_Auto	0429IbnIbrahimSarakhsiQarrab.yml
auto	Khurasan_RE_Auto	0433IbnCaliHarawi.yml
auto	Khurasan_RE_Auto	0451AbuCuthmanBuhayri.yml
auto	Khurasan_RE_Auto	0468IbnCabdRahmanNaysaburi.yml
auto	Khurasan_RE_Auto	0494IbnSacidIbnKarama.yml
auto	Khurasan_RE_Auto	0508FattalNaysaburi.yml
auto	Khurasan_RE_Auto	0518IbnMuhammadMaydaniNaysaburi.yml
auto	Khurasan_RE_Auto	0553BayanHaqqNaysaburi.yml
auto	Khurasan_RE_Auto	0560IbnHamzaTusi.yml
auto	Khurasan_RE_Auto	0570IbnMuhammadKarabisiNaysaburi.yml
auto	Khurasan_RE_Auto	0600IbnCumarShaficiNaysaburi.yml
auto	Khurasan_RE_Auto	0611CaliHarawi.yml
auto	Khurasan_RE_Auto	0617RadiDinTusi.yml
auto	Khurasan_RE_Auto	0632IsmacilMarwazi.yml
auto	Khurasan_RE_Auto	0730NizamDinNaysaburi.yml
auto	Khurasan_RE_Auto	1090NizamDinBalkhi.yml
auto	Khurasan_RE_Auto	1175MuhammadKarabisi.yml
auto	Khurasan_RE_Auto	1329MuhammadKazimAkhundKhurasani.yml
auto	Khurasan_RE_Auto	1450WahidKhurasani.yml
auto	Khuzistan_RE_Auto	0282IbnHarbCaskari.yml
auto	Kirman_RE_Auto	0280IbnIsmacilKirmani.yml
auto	Kirman_RE_Auto	0505IbnHamzaTajQurraKirmani.yml
auto	Kirman_RE_Auto	0563AbuCalaKirmani.yml
auto	Maghrib_RE_Auto	0280HudHawwari.yml
auto	Maghrib_RE_Auto	0283CamrusIbnFath.yml
auto	Maghrib_RE_Auto	0361IbnCumarDarraj.yml
auto	Maghrib_RE_Auto	0372AbuSacidQayruwani.yml
auto	Maghrib_RE_Auto	0412IbnJacfarQayruwani.yml
auto	Maghrib_RE_Auto	0413AbuIshaqHusri.yml
auto	Maghrib_RE_Auto	0450TabghurinMalshuti.yml
auto	Maghrib_RE_Auto	0464AbuBakrMaliki.yml
auto	Maghrib_RE_Auto	0465IbnCaliMaghribi.yml
auto	Maghrib_RE_Auto	0479IbnFaddalQayruwani.yml
auto	Maghrib_RE_Auto	0485IbnMuhammadHaddadMahdawi.yml
auto	Maghrib_RE_Auto	0628IbnQattanFasi.yml
auto	Maghrib_RE_Auto	0645TilimsaniBurri.yml
auto	Maghrib_RE_Auto	0703IbnCabdMalikMarrakushi.yml
auto	Maghrib_RE_Auto	0737IbnMuhammadIbnHajjFasi.yml
auto	Maghrib_RE_Auto	0776IbnAbiHajala.yml
auto	Maghrib_RE_Auto	0800CabdHaqqMaghribiSabti.yml
auto	Maghrib_RE_Auto	0825IbnQasimSabti.yml
auto	Maghrib_RE_Auto	0894IbnQasimRassacTunisi.yml
auto	Maghrib_RE_Auto	0899ZarruqShihabDinFasi.yml
auto	Maghrib_RE_Auto	0914IbnYahyaWansharisi.yml
auto	Maghrib_RE_Auto	0954HattabRucayniMaghribi.yml
auto	Maghrib_RE_Auto	1090IbnCabdWahidAndalusiFasi.yml
auto	Maghrib_RE_Auto	1120IbnQasimIbnZakurFasi.yml
auto	Maghrib_RE_Auto	1132IbnAhmadAbuMadyanFasi.yml
auto	Maghrib_RE_Auto	1224IbnCajiba.yml
auto	Maghrib_RE_Auto	1376MuhammadHajwiThacalibi.yml
auto	Mawarannahr_RE_Auto	0255CabdAllahDarimi.yml
auto	Mawarannahr_RE_Auto	0373AbuLaythSamarqandi.yml
auto	Mawarannahr_RE_Auto	0432IbnMuhammadNasafi.yml
auto	Mawarannahr_RE_Auto	0482IbnMuhammadBazdawi.yml
auto	Mawarannahr_RE_Auto	0540IbnAhmadCalaDinSamarqandi.yml
auto	Mawarannahr_RE_Auto	0564IbnCabdWahidSamarqandi.yml
auto	Mawarannahr_RE_Auto	0586IbnMuhammadAbuNasrCattabi.yml
auto	Mawarannahr_RE_Auto	0730IbnAhmadCalaDinBukhari.yml
auto	Mawarannahr_RE_Auto	0747IbnMascudMahbubiBukhari.yml
auto	Mawarannahr_RE_Auto	0972IbnMahmudAmirBadishahBukhari.yml
auto	Mawarannahr_RE_Auto	1052CabdHaqqDihlawi.yml
auto	Mawarannahr_RE_Auto	1200IbnAhmadSafiDinBukhari.yml
auto	Misr_RE_Auto	0175LaythIbnSacd.yml
auto	Misr_RE_Auto	0191IbnQasimMisri.yml
auto	Misr_RE_Auto	0207IbnZiyadFarra.yml
auto	Misr_RE_Auto	0214IbnCabdHakamMisri.yml
auto	Misr_RE_Auto	0223IbnSalihKatibLayth.yml
auto	Misr_RE_Auto	0257IbnCabdHakam.yml
auto	Misr_RE_Auto	0322AbuBakrZubayri.yml
auto	Misr_RE_Auto	0347IbnYunusSadafi.yml
auto	Misr_RE_Auto	0357IbnMuhammadKinani.yml
auto	Misr_RE_Auto	0366IbnCabdAllahNaysaburi.yml
auto	Misr_RE_Auto	0370IbnRashiqMisri.yml
auto	Misr_RE_Auto	0380Muhallabi.yml
auto	Misr_RE_Auto	0381AbuQasimJawhari.yml
auto	Misr_RE_Auto	0400IbnHusaynBazyar.yml
auto	Misr_RE_Auto	0416IbnNahhasMisri.yml
auto	Misr_RE_Auto	0431IbnFadlMisri.yml
auto	Misr_RE_Auto	0433IbnAhmadCamidi.yml
auto	Misr_RE_Auto	0482AbuIshaqHabbal.yml
auto	Misr_RE_Auto	0482IbnSacidNucmani.yml
auto	Misr_RE_Auto	0543IbnHusaynBaquliIsbahani.yml
auto	Misr_RE_Auto	0613CaliIbnZafir.yml
auto	Misr_RE_Auto	0615MuwaffaqDinShafici.yml
auto	Misr_RE_Auto	0643CaliSakhawi.yml
auto	Misr_RE_Auto	0654IbnCabdWahidIbnAbiIsbac.yml
auto	Misr_RE_Auto	0730ShaficIbnCali.yml
auto	Misr_RE_Auto	0749BadrDinMisriMuradi.yml
auto	Misr_RE_Auto	0767CizzDinIbnJamaca.yml
auto	Misr_RE_Auto	0767KhalilIbnIshaq.yml
auto	Misr_RE_Auto	0768IbnNubataShacir.yml
auto	Misr_RE_Auto	0772ShamsDinHanbaliZarqashi.yml
auto	Misr_RE_Auto	0778BadrDinBacli.yml
auto	Misr_RE_Auto	0801IbnCuthmanIbnQasihBaghdadiCudhri.yml
auto	Misr_RE_Auto	0805SirajDinBulqini.yml
auto	Misr_RE_Auto	0816AbuBakrMaraghi.yml
auto	Misr_RE_Auto	0826IbnCiraqi.yml
auto	Misr_RE_Auto	0838ShihabDinDalji.yml
auto	Misr_RE_Auto	0844ShamsDinMisri.yml
auto	Misr_RE_Auto	0905IbnCabdAllahWaqqadAzhari.yml
auto	Misr_RE_Auto	0923AhmadQastallani.yml
auto	Misr_RE_Auto	0938IbnQasimSirajDinNashshar.yml
auto	Misr_RE_Auto	0970IbnIbrahimIbnNujaymMisri.yml
auto	Misr_RE_Auto	0973CabdWahhabShacrani.yml
auto	Misr_RE_Auto	1069IbnCammarShurunbulali.yml
auto	Misr_RE_Auto	1069ShihabDinKhafaji.yml
auto	Misr_RE_Auto	1086IbnCajamiMisri.yml
auto	Misr_RE_Auto	1094IbnMusaKaffawi.yml
auto	Misr_RE_Auto	1100IbnCabdKarimAshmuniMisri.yml
auto	Misr_RE_Auto	1122MuhammadZurqani.yml
auto	Misr_RE_Auto	1170IbnMuhammadMahalliMisri.yml
auto	Misr_RE_Auto	1221IbnMuhammadBujayrimiMisri.yml
auto	Misr_RE_Auto	1291IbnShaykhNasrAzhariHurini.yml
auto	Misr_RE_Auto	1368CaliJarim.yml
auto	Misr_RE_Auto	1409IbnSayyidCajamiMisri.yml
auto	Misr_RE_Auto	1450DarIftaMisriyya.yml
auto	Misr_RE_Auto	1450WizaraAwqafMisriyya.yml
auto	Rihab_RE_Auto	0502IbnCaliTabriziShaybani.yml
auto	Rihab_RE_Auto	0636IbnAbiMucammarAbuKhayrTabrizi.yml
auto	Rihab_RE_Auto	0741KhatibTabrizi.yml
auto	Rihab_RE_Auto	1310MuhammadCaliAnsariTabrizi.yml
auto	Rihab_RE_Auto	1330IbnMusaTabrizi.yml
auto	Sham_RE_Auto	0212IbnMusaQurashi.yml
auto	Sham_RE_Auto	0218CabdAclaGhassani.yml
auto	Sham_RE_Auto	0222IbnNaficHimsi.yml
auto	Sham_RE_Auto	0246HishamSulami.yml
auto	Sham_RE_Auto	0265IbnHarbMawsili.yml
auto	Sham_RE_Auto	0281AbuZurcaDimashqi.yml
auto	Sham_RE_Auto	0347IbnHazlam.yml
auto	Sham_RE_Auto	0353IbnHarunDimashqi.yml
auto	Sham_RE_Auto	0360Khawlani.yml
auto	Sham_RE_Auto	0370IbnQasimKhayyat.yml
auto	Sham_RE_Auto	0375IbnQasimMiyaniji.yml
auto	Sham_RE_Auto	0386IbnHasnunMuqri.yml
auto	Sham_RE_Auto	0402MuhammadSaydawi.yml
auto	Sham_RE_Auto	0437IbnJamic.yml
auto	Sham_RE_Auto	0447AbuSalahHalabi.yml
auto	Sham_RE_Auto	0459IbnMuhammadDimashqi.yml
auto	Sham_RE_Auto	0466CabdCazizKattani.yml
auto	Sham_RE_Auto	0490IbnIbrahimNabulusi.yml
auto	Sham_RE_Auto	0521MuhammadHamadhani.yml
auto	Sham_RE_Auto	0524IbnAkfani.yml
auto	Sham_RE_Auto	0585IbnCaliIbnZuhraHalabi.yml
auto	Sham_RE_Auto	0587AbuMacaliFurawi.yml
auto	Sham_RE_Auto	0600IbnHasabAbuMajdHalabi.yml
auto	Sham_RE_Auto	0611SharafDinMuqaddasi.yml
auto	Sham_RE_Auto	0620IbnMuhammadIbnCasakir.yml
auto	Sham_RE_Auto	0623IbnCabWahidBukhariMaqdisi.yml
auto	Sham_RE_Auto	0624IbnIbrahimBahaDinMaqdisi.yml
auto	Sham_RE_Auto	0648IbnKhalilHalabi.yml
auto	Sham_RE_Auto	0650IbnNazifHamawi.yml
auto	Sham_RE_Auto	0650RashidDinDimashqi.yml
auto	Sham_RE_Auto	0656IbnMuhammadSadrDinNaysaburi.yml
auto	Sham_RE_Auto	0668IbnCabdDaimZaynDinMuqaddasi.yml
auto	Sham_RE_Auto	0671AbuMuzaffarNabulusi.yml
auto	Sham_RE_Auto	0676IbnIbrahimShamsDinMaqdisi.yml
auto	Sham_RE_Auto	0678IbnAhmadCizzDinMaqdisi.yml
auto	Sham_RE_Auto	0684IbnBalabanDimashqiMuqaddasi.yml
auto	Sham_RE_Auto	0684IbnShaddad.yml
auto	Sham_RE_Auto	0688IbnCabdRahimIbnKamalDinHanbali.yml
auto	Sham_RE_Auto	0689AhmadIbnCabdRahmanIbnQudama.yml
auto	Sham_RE_Auto	0690IbnMujawirDimashqi.yml
auto	Sham_RE_Auto	0701IbnNasrAllahJazari.yml
auto	Sham_RE_Auto	0718IbnAhmadNabulusi.yml
auto	Sham_RE_Auto	0720IbnCumarKurdi.yml
auto	Sham_RE_Auto	0739Birzali.yml
auto	Sham_RE_Auto	0756IbnYusufSaminHalabi.yml
auto	Sham_RE_Auto	0758NajmDinTarsusi.yml
auto	Sham_RE_Auto	0763IbnMuflihMaqdisi.yml
auto	Sham_RE_Auto	0765AbuMahasinHusayni.yml
auto	Sham_RE_Auto	0778AbuHafsMaraghi.yml
auto	Sham_RE_Auto	0779IbnHabibHalabi.yml
auto	Sham_RE_Auto	0791IbnCumarHalabiHamawi.yml
auto	Sham_RE_Auto	0792SadrDinIbnAbiCizzAdhraci.yml
auto	Sham_RE_Auto	0803IbnLahhamCalaDinBacli.yml
auto	Sham_RE_Auto	0815Ghuzuli.yml
auto	Sham_RE_Auto	0829TaqiDinDimashqiHisni.yml
auto	Sham_RE_Auto	0835ShihabDinIbnJazari.yml
auto	Sham_RE_Auto	0837IbnHijjaHamawi.yml
auto	Sham_RE_Auto	0841BurhanDinSibtIbnCajami.yml
auto	Sham_RE_Auto	0844IbnRassamHamawi.yml
auto	Sham_RE_Auto	0852SirajDinIbnWardi.yml
auto	Sham_RE_Auto	0855IbnFaramurzMullaKhusraw.yml
auto	Sham_RE_Auto	0871IbnAhmadShamsDinBacuni.yml
auto	Sham_RE_Auto	0880IbnCadilHanbali.yml
auto	Sham_RE_Auto	0885CalaDinMardawi.yml
auto	Sham_RE_Auto	0894IbnMuhammadDimashqiHaydari.yml
auto	Sham_RE_Auto	0895SibtMaridini.yml
auto	Sham_RE_Auto	0900IbnMuhammadBurhanDinQabibati.yml
auto	Sham_RE_Auto	0927Nucaymi.yml
auto	Sham_RE_Auto	0942IbnYusufShami.yml
auto	Sham_RE_Auto	0956IbnMuhammadHalabiHanafi.yml
auto	Sham_RE_Auto	0968IbnAhmadAbuNajaHajjawi.yml
auto	Sham_RE_Auto	0971IbnIbrahimIbnHanbaliHalabi.yml
auto	Sham_RE_Auto	0981IbnMusaMuwaqqitDimashqi.yml
auto	Sham_RE_Auto	0984BadrDinGhazzi.yml
auto	Sham_RE_Auto	1004ShamsDinRamli.yml
auto	Sham_RE_Auto	1044IbnBurhanDinHalabi.yml
auto	Sham_RE_Auto	1051Cimadi.yml
auto	Sham_RE_Auto	1061NajmDinGhazzi.yml
auto	Sham_RE_Auto	1071IbnFaqihFussaBacliDimashqi.yml
auto	Sham_RE_Auto	1073YusufBadiciDimashqi.yml
auto	Sham_RE_Auto	1098IbnMuhammadShihabDinHamawi.yml
auto	Sham_RE_Auto	1126MuhammadHanbali.yml
auto	Sham_RE_Auto	1228IbnSulaymanHalabiRihawi.yml
auto	Sham_RE_Auto	1243IbnSacdRahyabaniSuyuti.yml
auto	Sham_RE_Auto	1252IbnCabidinDimashqi.yml
auto	Sham_RE_Auto	1298IbnTalibDimashqiMaydani.yml
auto	Sham_RE_Auto	1318AhmadDimashqi.yml
auto	Sham_RE_Auto	1330IbnMuhammadJazairiDimashqi.yml
auto	Sham_RE_Auto	1338TahirJazairiDimashqi.yml
auto	Sham_RE_Auto	1351IbnHusaynGhazzi.yml
auto	Sham_RE_Auto	1396KhayrDinZirikli.yml
auto	Sijistan_RE_Auto	0280CuthmanIbnSacidDarimi.yml
auto	Sijistan_RE_Auto	0316IbnAbiDawudSijistani.yml
auto	Sijistan_RE_Auto	0363IbnHusaynSijistani.yml
auto	Sijistan_RE_Auto	0444IbnSacidSijzi.yml
auto	Sind_RE_Auto	0249CabdIbnHamid.yml
auto	Sind_RE_Auto	1034AhmadSirhindi.yml
auto	Yaman_RE_Auto	0284MuhammadIbnQasimRassi.yml
auto	Yaman_RE_Auto	0285IbnIbrahimSancani.yml
auto	Yaman_RE_Auto	0400IbnHusaynYamani.yml
auto	Yaman_RE_Auto	0404MahdiHusaynIbnQasim.yml
auto	Yaman_RE_Auto	0470IbnMalikYamani.yml
auto	Yaman_RE_Auto	0558IbnAbiKhayrCimraniYamani.yml
auto	Yaman_RE_Auto	0573NashwanHimyari.yml
auto	Yaman_RE_Auto	0613AbuYumnKindi.yml
auto	Yaman_RE_Auto	0745MuayyadYahyaIbnHamzaCalawi.yml
auto	Yaman_RE_Auto	0800IbnCaliYamaniZabidi.yml
auto	Yaman_RE_Auto	0840IbnWazirYamani.yml
auto	Yaman_RE_Auto	0904Burayhi.yml
auto	Yaman_RE_Auto	0923IbnCabdAllahKhazraji.yml
auto	Yaman_RE_Auto	1129CaliAmirSancani.yml
auto	Yaman_RE_Auto	1147CabdAllahSancani.yml
auto	Yaman_RE_Auto	1276IbnAhmadRibaciSancani.yml
auto	Yaman_RE_Auto	1381MuhammadSancani.yml